text,intent
I have a high fever,symptom_report
my temperature is high,symptom_report
I have joint pain,symptom_report
my knee hurts,symptom_report
I have ear pain,symptom_report
my ear hurts,symptom_report
I have eye pain,symptom_report
I feel a bit off,symptom_report
I'm not 100%,symptom_report
I feel slightly unwell,symptom_report
I have muscle aches,symptom_report
my body aches,symptom_report
I have a migraine,symptom_report
bad headache,symptom_report
I feel weak,symptom_report
I have chest tightness,symptom_report
I feel short of breath,symptom_report
I have skin irritation,symptom_report
I have itchy skin,symptom_report
my skin is itchy,symptom_report
I have a mild rash,symptom_report
I have constipation,symptom_report
I feel constipated,symptom_report
I have indigestion,symptom_report
my stomch hurts,symptom_report
i feel dizzy,symptom_report
headche,symptom_report
i have a fevr,symptom_report
soar throat,symptom_report
i feel nausous,symptom_report
my bck hurts,symptom_report
i feel tierd,symptom_report
i have a coff,symptom_report
i feel lik im going to vomit,symptom_report
I am having chest pain,emergency_symptom
sharp pain in my chest,emergency_symptom
my chest feels tight,emergency_symptom
pressure on my chest,emergency_symptom
crushing pain in chest,emergency_symptom
pain radiating to my arm,emergency_symptom
my left arm is numb,emergency_symptom
I feel like I'm dying,emergency_symptom
I cannot breathe properly,emergency_symptom
struggling to breathe,emergency_symptom
I stopped breathing for a second,emergency_symptom
my breathing stopped,emergency_symptom
I think I'm having a stroke,emergency_symptom
my face is drooping,emergency_symptom
one side of my face dropped,emergency_symptom
I can't speak properly,emergency_symptom
my speech is slurred,emergency_symptom
sudden confusion,emergency_symptom
I suddenly can't think straight,emergency_symptom
I lost consciousness,emergency_symptom
someone fainted,emergency_symptom
they won't wake up,emergency_symptom
I'm having a seizure,emergency_symptom
I just had a seizure,emergency_symptom
my throat is closing up,emergency_symptom
I can't swallow,emergency_symptom
my tongue is swelling,emergency_symptom
my lips are swelling,emergency_symptom
hives all over my body,emergency_symptom
severe allergic reaction to medication,emergency_symptom
I accidentally took double dose,emergency_symptom
I took someone else's medication,emergency_symptom
I think I took too much,emergency_symptom
I swallowed a lot of pills,emergency_symptom
I may have overdosed,emergency_symptom
accidental overdose,emergency_symptom
I took the wrong medication,emergency_symptom
I'm coughing blood,emergency_symptom
there is blood in my vomit,emergency_symptom
I'm losing a lot of blood,emergency_symptom
the wound won't stop bleeding,emergency_symptom
heavy blood loss,emergency_symptom
my skin turned blue,emergency_symptom
fingertips are blue,emergency_symptom
very high temperature above 40,emergency_symptom
fever of 40 degrees,emergency_symptom
I have 40 degree fever,emergency_symptom
chst is hurting,emergency_symptom
i cant breath at all,emergency_symptom
cant breathe properly,emergency_symptom
chest pain right now,emergency_symptom
heart is hurting,emergency_symptom
i think im dying,emergency_symptom
i overdozed,emergency_symptom
i took to many pills,emergency_symptom
toke too many medecines,emergency_symptom
my throut is swelling,emergency_symptom
i had seisure,emergency_symptom
face droping,emergency_symptom
slured speech,emergency_symptom
i lost conciousness,emergency_symptom
bleding wont stop,emergency_symptom
coughing up blod,emergency_symptom
my cheast hurts bad,emergency_symptom
i feel like am having hart atack,emergency_symptom
cant swollow,emergency_symptom
my tong is swollen,emergency_symptom
i took wrong medicin,emergency_symptom
accidentaly took double,emergency_symptom
very high fevr,emergency_symptom
fever above fourty,emergency_symptom
I notice my chest hurts,emergency_symptom
having trouble getting air,emergency_symptom
air is not going in,emergency_symptom
I feel pressure in my chest,emergency_symptom
my heart is racing and chest hurts,emergency_symptom
I feel numbness in my arm,emergency_symptom
sudden severe headache,emergency_symptom
worst headache of my life,emergency_symptom
I feel really unwell suddenly,emergency_symptom
I suddenly collapsed,emergency_symptom
I fell down and can't get up,emergency_symptom
I think I poisoned myself,emergency_symptom
I ingested too much medicine,emergency_symptom
severe reaction to my medication,emergency_symptom
I'm breaking out in hives everywhere,emergency_symptom
I feel like my throat is blocked,emergency_symptom
I feel dizzy and my chest hurts,emergency_symptom
I have chest pain and can't breathe,emergency_symptom
I feel dizzy and might faint,symptom_report
I feel lightheaded,symptom_report
I have a slight headache,symptom_report
my head is pounding,symptom_report
I have a tension headache,symptom_report
I feel pressure in my head,symptom_report
I have a low grade fever,symptom_report
my temperature is slightly high,symptom_report
I feel warm,symptom_report
I think I have a fever,symptom_report
I feel cold and shivery,symptom_report
I have chills,symptom_report
I feel nauseous after eating,symptom_report
I feel sick to my stomach,symptom_report
my stomach feels upset,symptom_report
I have an upset stomach,symptom_report
I feel queasy,symptom_report
I have mild stomach cramps,symptom_report
I have abdominal pain,symptom_report
my abdomen hurts,symptom_report
I have loose stools,symptom_report
I have been vomiting,symptom_report
I threw up,symptom_report
I vomited once,symptom_report
I feel like vomiting,symptom_report
I have a dry cough,symptom_report
I have a wet cough,symptom_report
I've been coughing all day,symptom_report
I have a persistent cough,symptom_report
I have a stuffy nose,symptom_report
my nose is blocked,symptom_report
I have nasal congestion,symptom_report
I have been sneezing a lot,symptom_report
my eyes are watery,symptom_report
I have itchy eyes,symptom_report
my eyes are red,symptom_report
I have a sore throat and cough,symptom_report
my throat feels scratchy,symptom_report
I have difficulty swallowing,symptom_report
I have swollen glands,symptom_report
my neck is swollen,symptom_report
I have swollen lymph nodes,symptom_report
I feel very fatigued,symptom_report
I have no energy,symptom_report
I feel completely drained,symptom_report
I am exhausted all the time,symptom_report
I can't sleep,symptom_report
I have insomnia,symptom_report
I sleep too much,symptom_report
I have been sleeping a lot,symptom_report
I have muscle weakness,symptom_report
my muscles feel weak,symptom_report
I have leg pain,symptom_report
my legs hurt,symptom_report
I have knee pain,symptom_report
my knee is swollen,symptom_report
I have shoulder pain,symptom_report
my shoulder hurts,symptom_report
I have neck pain,symptom_report
my neck is stiff,symptom_report
I have lower back pain,symptom_report
my lower back is killing me,symptom_report
I have mild chest discomfort,symptom_report
I feel pressure in my stomach,symptom_report
I have bloating after meals,symptom_report
I have acid reflux,symptom_report
I have heartburn,symptom_report
I have skin dryness,symptom_report
my skin is peeling,symptom_report
I have a small cut,symptom_report
I have a bruise,symptom_report
I have a minor burn,symptom_report
I feel anxious,symptom_report
I feel stressed,symptom_report
I have been feeling down,symptom_report
I feel depressed,symptom_report
I have mood swings,symptom_report
I have been losing weight,symptom_report
I have been gaining weight,symptom_report
I have no appetite,symptom_report
I have increased appetite,symptom_report
I have frequent urination,symptom_report
I feel thirsty all the time,symptom_report
I have blurry vision,symptom_report
my vision is blurry,symptom_report
I have ringing in my ears,symptom_report
my ears are ringing,symptom_report
I have hearing loss,symptom_report
I feel off balance,symptom_report
I have a mild rash on my arm,symptom_report
I have red spots on my skin,symptom_report
my skin is irritated,symptom_report
I have dry skin,symptom_report
I feel a bit dizzy,symptom_report
I have mild nausea,symptom_report
I have a slight fever,symptom_report
I feel slightly sick,symptom_report
I have minor back pain,symptom_report
I have mild chest discomfort,symptom_report
i feel dizzy and tired,symptom_report
i have headche,symptom_report
i have a bad headche,symptom_report
my stomch is hurting,symptom_report
i feel nausous and dizzy,symptom_report
i have soar throut,symptom_report
i feel realy tired,symptom_report
i have muscel pain,symptom_report
my bck is killing me,symptom_report
i have runny noes,symptom_report
i cant sleep well,symptom_report
i feel weekness,symptom_report
i have stomak ache,symptom_report
i feel blooted,symptom_report
i have diarea,symptom_report
i vometed,symptom_report
i have a coffing,symptom_report
my nos is blocked,symptom_report
i have itchy skinn,symptom_report
i feel anxous,symptom_report
i have a rach on my arm,symptom_report
i feel presure in my head,symptom_report
my hed is pounding,symptom_report
i have fevr and chills,symptom_report
i feel queezy,symptom_report
my stomch feels upset,symptom_report
i have adominal pain,symptom_report
i threw upp,symptom_report
i feel like vommiting,symptom_report
i have drry cough,symptom_report
i have stufyy nose,symptom_report
my eyes ar red,symptom_report
i have swolen glands,symptom_report
i feel completly drained,symptom_report
i have leg painn,symptom_report
my kne is swollen,symptom_report
i have shoolder pain,symptom_report
my nck is stiff,symptom_report
i have lower bak pain,symptom_report
i have acid reflux,symptom_report
i have hartburn,symptom_report
i feel stressed out,symptom_report
i feel depresed,symptom_report
i have no appetit,symptom_report
i feel thursty all the time,symptom_report
my visoin is blury,symptom_report
i have ringing in ears,symptom_report
i feel of balance,symptom_report
i have red spots on skin,symptom_report
not feeling great today,symptom_report
feeling under the weather,symptom_report
I don't feel good,symptom_report
I feel awful,symptom_report
I feel terrible,symptom_report
something feels wrong,symptom_report
I feel strange,symptom_report
I have been unwell for days,symptom_report
I have been sick for a while,symptom_report
I feel worse today,symptom_report
my condition is getting worse,symptom_report
I have pain all over,symptom_report
my whole body hurts,symptom_report
I ache all over,symptom_report
I have general pain,symptom_report
I feel feverish,symptom_report
I think I caught something,symptom_report
I might be getting sick,symptom_report
I feel like I have the flu,symptom_report
I think I have a cold,symptom_report
I feel worse after taking medication,symptom_report
the medicine is making me feel sick,symptom_report
I have side effects from my medication,symptom_report
my medication is causing nausea,symptom_report
I have a reaction to my pills,symptom_report
chset pain,emergency_symptom
chesst pain,emergency_symptom
chets pain,emergency_symptom
chst pain,emergency_symptom
chest painn,emergency_symptom
chest pan,emergency_symptom
chest pian,emergency_symptom
i have chset pain,emergency_symptom
i have chesst pain,emergency_symptom
i have chets pain,emergency_symptom
i have chst pain,emergency_symptom
my chset hurts,emergency_symptom
my chesst hurts,emergency_symptom
my chets hurts,emergency_symptom
my chst hurts,emergency_symptom
my chest hurst,emergency_symptom
my chest hruts,emergency_symptom
chest is hurtng,emergency_symptom
chest hurtting,emergency_symptom
i cant breth,emergency_symptom
i cant breaht,emergency_symptom
i cant brethe,emergency_symptom
i canot breathe,emergency_symptom
i can not breath,emergency_symptom
cant breth,emergency_symptom
cant breaht,emergency_symptom
difficulti breathing,emergency_symptom
dificulty breathing,emergency_symptom
diffculty breathng,emergency_symptom
truoble breathing,emergency_symptom
trobule breathing,emergency_symptom
hart attack,emergency_symptom
heart atack,emergency_symptom
heart attck,emergency_symptom
heart attak,emergency_symptom
hart atack,emergency_symptom
i think i have hart attack,emergency_symptom
i think i have heart atack,emergency_symptom
i think im havng a heart attack,emergency_symptom
i think im havign heart atack,emergency_symptom
siezure,emergency_symptom
seisure,emergency_symptom
seazure,emergency_symptom
seizuer,emergency_symptom
i had siezure,emergency_symptom
i had seisure,emergency_symptom
i had seazure,emergency_symptom
unconcius,emergency_symptom
unconshus,emergency_symptom
unconcious,emergency_symptom
i am unconcius,emergency_symptom
i am unconcious,emergency_symptom
i lost conciousness,emergency_symptom
i lost consciousnes,emergency_symptom
i lost conscioussness,emergency_symptom
passd out,emergency_symptom
past out,emergency_symptom
i passd out,emergency_symptom
i past out,emergency_symptom
overrdose,emergency_symptom
overdoze,emergency_symptom
overdosee,emergency_symptom
ovrdose,emergency_symptom
i overdoze,emergency_symptom
i overrdosed,emergency_symptom
i took to many pilss,emergency_symptom
i took too manny pills,emergency_symptom
i took to much medicne,emergency_symptom
i took too mach medicine,emergency_symptom
i swallwed too much,emergency_symptom
i swalowed too many pills,emergency_symptom
i accidentaly took double dose,emergency_symptom
i accidentelly took too many,emergency_symptom
throut closing,emergency_symptom
throat closng,emergency_symptom
throatt swelling,emergency_symptom
throut sweling,emergency_symptom
my throut is sweling,emergency_symptom
my throat is sweling,emergency_symptom
tounge swelling,emergency_symptom
tong swelling,emergency_symptom
my tong is swolen,emergency_symptom
my tounge is swolen,emergency_symptom
lips sweling,emergency_symptom
my lips are sweling,emergency_symptom
alergic reaction,emergency_symptom
allergic reacton,emergency_symptom
alergic reacton,emergency_symptom
severe alergic reaction,emergency_symptom
anaphlaxis,emergency_symptom
anaphylaxs,emergency_symptom
anaphalaxis,emergency_symptom
i have anaphlaxis,emergency_symptom
heavvy bleeding,emergency_symptom
haevy bleeding,emergency_symptom
bleding heavily,emergency_symptom
bleding hevily,emergency_symptom
wont stop bleding,emergency_symptom
the wound wont stop bleding,emergency_symptom
coughing blod,emergency_symptom
coughing up blod,emergency_symptom
vomting blood,emergency_symptom
vommiting blood,emergency_symptom
strok,emergency_symptom
stroke symtoms,emergency_symptom
i think i had strok,emergency_symptom
face droping,emergency_symptom
face is drooping,emergency_symptom
my face droped,emergency_symptom
slured speach,emergency_symptom
slurrd speech,emergency_symptom
slurred speach,emergency_symptom
my speach is slured,emergency_symptom
suddden confusion,emergency_symptom
suddn confusion,emergency_symptom
i feel suddnly confused,emergency_symptom
arm is numb,emergency_symptom
my arm went numb,emergency_symptom
left arm numness,emergency_symptom
left arm is nuumb,emergency_symptom
nummness in arm,emergency_symptom
very hight fever,emergency_symptom
fever fourty degrees,emergency_symptom
temprature above 40,emergency_symptom
tempreture is 40,emergency_symptom
my temprature is very high,emergency_symptom
blu lips,emergency_symptom
blue lipes,emergency_symptom
my lips are blu,emergency_symptom
fingertips went blu,emergency_symptom
skin is bluish,emergency_symptom
piosoning,emergency_symptom
poisonning,emergency_symptom
i think i am poisned,emergency_symptom
i think i got poisond,emergency_symptom
headche,symptom_report
headach,symptom_report
hedache,symptom_report
headeche,symptom_report
i have headche,symptom_report
i have hedache,symptom_report
i have a bad headche,symptom_report
my hed hurts,symptom_report
my head is punding,symptom_report
my head is pownding,symptom_report
fevr,symptom_report
fver,symptom_report
feever,symptom_report
i have fevr,symptom_report
i have fver,symptom_report
i think i have fevr,symptom_report
i feel feversh,symptom_report
i feel fevery,symptom_report
my temprature is high,symptom_report
my tempreture is slightly high,symptom_report
nausous,symptom_report
nausous feeling,symptom_report
i feel nausous,symptom_report
i feel nawseous,symptom_report
i feel nausous after eating,symptom_report
i feel queezy,symptom_report
i feel queazyy,symptom_report
stomch pain,symptom_report
stomack pain,symptom_report
stomick hurts,symptom_report
my stomch is hurting,symptom_report
my stomack hurts,symptom_report
my stomick hurts,symptom_report
abdomenal pain,symptom_report
abdominal painn,symptom_report
i have abdomenal pain,symptom_report
soar throat,symptom_report
soar throut,symptom_report
sore throut,symptom_report
my throut hurts,symptom_report
my throatt is sore,symptom_report
my throat is soar,symptom_report
throat is scratchy,symptom_report
dizzy,symptom_report
dizzines,symptom_report
dizzyness,symptom_report
i feel dizzy,symptom_report
i feel dizzzy,symptom_report
i feel lightheeded,symptom_report
i feel lightheded,symptom_report
i feel lightheadded,symptom_report
i feel like fainting,symptom_report
i almost fanted,symptom_report
tierd,symptom_report
tireed,symptom_report
exausted,symptom_report
exhasuted,symptom_report
i feel tierd,symptom_report
i feel tireed,symptom_report
i feel exausted,symptom_report
i feel exhasuted,symptom_report
i have no enrgy,symptom_report
i have no enegry,symptom_report
i feel completly drained,symptom_report
i feel totaly drained,symptom_report
coffing,symptom_report
coughing alot,symptom_report
i have a coffing,symptom_report
i have been coffing all day,symptom_report
i have persitent cough,symptom_report
i have persistant cough,symptom_report
runny noes,symptom_report
runny noze,symptom_report
my noes is runny,symptom_report
my noze is running,symptom_report
my nos is blocked,symptom_report
my nose is bloked,emergency_symptom
stufyy nose,symptom_report
stuffy noes,symptom_report
nasal congestin,symptom_report
bck pain,symptom_report
bakc pain,symptom_report
lower bck pain,symptom_report
my bck hurts,symptom_report
my bakc is hurting,symptom_report
my lower bck is killing me,symptom_report
muscel pain,symptom_report
muscke pain,symptom_report
muscl ache,symptom_report
i have muscel pain,symptom_report
i have muscke aches,symptom_report
my muscls are aching,symptom_report
body ake,symptom_report
body ach,symptom_report
my whole bdy hurts,symptom_report
i ake all over,symptom_report
i have genral pain,symptom_report
rassh,symptom_report
rach,symptom_report
rash on skinn,symptom_report
i have a rassh,symptom_report
i have a rach on my arm,symptom_report
my skinn is irritated,symptom_report
itchy skinn,symptom_report
itcy skin,symptom_report
my skin is itcy,symptom_report
my skinn is itchy,symptom_report
diarea,symptom_report
diarrea,symptom_report
diarrhoea,symptom_report
i have diarea,symptom_report
i have diarrea,symptom_report
vommiting,symptom_report
vomting,symptom_report
i vommited,symptom_report
i vomted,symptom_report
i threw upp,symptom_report
i feel like vommiting,symptom_report
i feel like vomting,symptom_report
ear ake,symptom_report
ear painn,symptom_report
my ear akes,symptom_report
my ear is painfull,symptom_report
kne pain,symptom_report
knne hurts,symptom_report
my kne is swolen,symptom_report
my knne is hurting,symptom_report
shoolder pain,symptom_report
shulder pain,symptom_report
my shoolder hurts,symptom_report
my shulder is hurting,symptom_report
nck pain,symptom_report
nck is stiff,symptom_report
my nck hurts,symptom_report
my nck is stif,symptom_report
visoin is blury,symptom_report
my visoin is blured,symptom_report
my eyesight is blury,symptom_report
blury vision,symptom_report
ringing in eras,symptom_report
eras are ringing,symptom_report
my eras wont stop ringing,symptom_report
insomnia,symptom_report
i cant slep,symptom_report
i cant fal asleep,symptom_report
i have been sleping too much,symptom_report
i have no appetit,symptom_report
i dont feel like eatng,symptom_report
i have been loosing weight,symptom_report
i have been gaining wieght,symptom_report
i feel thursty all the time,symptom_report
i urinate frequentl,symptom_report
i have frequnt urination,symptom_report
anxous,symptom_report
i feel anxous,symptom_report
i feel stressed owt,symptom_report
i feel depresed,symptom_report
i have mood swings,symptom_report
i feel of balance,symptom_report
i feel unbalanced,symptom_report
hartburn,symptom_report
hart burn,symptom_report
i have hartburn,symptom_report
i have acid reflux,symptom_report
i have indigeston,symptom_report
i feel blooted,symptom_report
i feel bloted,symptom_report
constipaton,symptom_report
i have constipaton,symptom_report
i feel constipated,symptom_report
i have swolen glands,symptom_report
my glads are swollen,symptom_report
my lymph nodes are swolen,symptom_report
i feel worse after takng medication,symptom_report
my medicaton is making me sick,symptom_report
i have side efects from my pills,symptom_report
my pills are causng nausea,symptom_report
i have a reacton to my medication,symptom_report
not feleing well,symptom_report
not feelig good,symptom_report
feeling undr the weather,symptom_report
i dont feel god today,symptom_report
i feel awfull,symptom_report
i feel terrable,symptom_report
somthing feels wrong,symptom_report
i feel starnge,symptom_report
i have been unwel for days,symptom_report
i have been sik for a while,symptom_report
i feel werse today,symptom_report
my condtion is getting worse,symptom_report
i feel feversh,symptom_report
i think i cought something,symptom_report
i mite be getting sick,symptom_report
i feel like i have the flue,symptom_report
i think i have a chold,symptom_report
